url,related_products,business_need,industry,employees,company_name_cleaned,Infrastructure,Data,AI,Security,Collaboration,Sustainability,Customer Experience,Supply Chain,Manufacturing,weighted_tone,weighted_article_count,region
https://www.microsoft.com/en/customers/story/1496291711331102537-dynea-discrete-manufacturing-dynamics365-en-norway,"['Dynamics 365 Finance', 'Dynamics 365 Supply Chain Management']",Low-code development,Discrete Manufacturing,50-999 employees,Dynea,1,0,0,0,0,0,0,0,1,1.4231947368421054,6.283883683193236e-07,Nordics
https://www.microsoft.com/en/customers/story/19791-denso-corporation-microsoft-365-f3,"['Microsoft 365 F3', 'Microsoft 365', 'Microsoft Intune', 'Microsoft Teams']",Employee experience,Industrials and Manufacturing,"10,000+ employees",DENSO,1,0,0,0,1,0,0,0,1,1.5699917293233083,1.729330198167021e-05,East Asia
https://www.microsoft.com/en/customers/story/19747-krones-ag-microsoft-intune,"['Microsoft Intune Enterprise Application Management', 'Microsoft Intune', 'Windows Autopilot']",Scaled operations,Process Manufacturing,"10,000+ employees",Krones,1,0,0,1,0,0,0,0,0,2.1418540983606555,3.791622138018768e-06,Western Europe
https://www.microsoft.com/en/customers/story/783428-brisa-automotive-teams,['Microsoft Teams'],Employee experience,Vehicle Supplier,"1,000-9,999 employees",Brisa,0,0,0,1,1,0,0,0,0,1.696674561403509,2.959754510941933e-06,Middle East
https://www.microsoft.com/en/customers/story/1443070850043336278-pajson-global-discrete-manufacturing-dynamics-365-en-united-arab-emirates,['Dynamics 365'],Digital service,Discrete Manufacturing,50-999 employees,Pajson,0,1,0,0,0,0,0,1,0,0.0,0.0,Middle East
https://www.microsoft.com/en/customers/story/18865-schaeffler-ag-power-bi,"['Power BI', 'Microsoft Power Platform', 'Microsoft Sustainability Manager', 'Microsoft Fabric']",Sustainability,Discrete Manufacturing,"10,000+ employees",Schaeffler,0,1,0,0,0,1,0,0,0,1.0687769784172665,8.89554430463467e-06,Western Europe
https://www.microsoft.com/en/customers/story/1522836684738750207-piramal-enterprises-discrete-manufacturing-microsoft-365-en-india,['Microsoft Teams'],Employee experience,Discrete Manufacturing,"1,000-9,999 employees",Piramal,0,0,0,0,0,0,0,0,0,0.9230880562060888,1.5237685290586396e-05,South Asia
https://www.microsoft.com/en/customers/story/1535672099284832760-hymer-device-insight-azure-iot-en,"['Azure', 'Azure Event Hubs', 'Azure IoT Hub', 'Azure Internet of Things']",Artificial Intelligence,Vehicle Supplier,"1,000-9,999 employees",Hymer,1,0,0,0,0,0,1,0,0,0.7310145454545454,4.3994302633506945e-06,Western Europe
https://www.microsoft.com/de-de/customers/story/1571172850121959229-normagroup-azure-security-en,['Microsoft\xa0Sentinel'],Security,Discrete Manufacturing,"1,000-9,999 employees",NORMA,0,0,0,1,0,0,0,0,0,0.0438224583866837,0.000171755,Western Europe
https://www.microsoft.com/de-DE/customers/story/1787143469739036086-zeiss-azure-machine-learning-discrete-manufacturing-en-germany,"['Azure', 'Azure Machine Learning']",Artificial Intelligence,High Tech Electronics,"10,000+ employees",Carl Zeiss,1,1,1,0,0,0,0,0,0,1.1572090909090909,8.294325877455092e-06,Western Europe
https://www.microsoft.com/en/customers/story/18711-accelleron-microsoft-power-platform,"['Power BI', 'Microsoft Power Platform', 'Power Apps', 'Dataverse', 'Power Automate']",Low-code development,Process Manufacturing,"10,000+ employees",Accelleron,1,0,0,0,0,0,1,0,0,2.3528076923076924,8.248775782890265e-07,Central Europe
https://www.microsoft.com/en/customers/story/19784-lenovo-dynamics-365-customer-service,"['Dynamics 365 Customer Service', 'Dynamics 365 Contact Center']",Customer experience,High Tech Electronics,"10,000+ employees",Lenovo,0,0,1,0,0,0,1,0,0,2.044574981765135,0.000534125,North America
https://www.microsoft.com/en/customers/story/1496155926378869058-thyssenkrupp-automotive-orbis-dynamics365-en,['Dynamics 365'],Low-code development,Discrete Manufacturing,"1,000-9,999 employees",thyssenkrupp,1,0,0,0,0,0,1,0,0,-0.411429589,8.466318981683295e-05,Western Europe
https://www.microsoft.com/en/customers/story/1355615448292904569-zfgroup-teams-power-platform-chapter-automotive-microsoft365,"['Microsoft 365 E3', 'Dataverse for Teams', 'Microsoft Teams', 'Power Apps', 'Power Automate', 'SharePoint Online', 'Power BI']",Employee experience,Vehicle Supplier,"10,000+ employees",ZF,0,0,0,0,1,0,0,0,0,0.0,0.0,Western Europe
https://www.microsoft.com/en/customers/story/1566157210973143089-huabao-manufacturing-azure,"['Azure Backup', 'Azure Bastion', 'SAP on Azure']",Modern infrastructure,Discrete Manufacturing,"1,000-9,999 employees",Huabao,1,0,0,0,0,0,0,1,0,1.3079055555555554,6.75880457829366e-07,East Asia
https://www.microsoft.com/en/customers/story/19818-localiza-microsoft-365-copilot,"['Microsoft 365', 'Microsoft Teams', 'Microsoft 365 Copilot', 'Microsoft Viva Insights']",Artificial Intelligence,Vehicle Supplier,"10,000+ employees",Localiza,0,0,1,0,1,0,0,0,0,1.134925,7.327111909082045e-07,South America
https://www.microsoft.com/en/customers/story/1637616987371007649-coskunoz-automotive-power-apps,"['Power Apps', 'Power Automate', 'Power BI']",Low-code development,Automotive,"10,000+ employees",Coşkunöz,0,0,0,0,0,0,0,0,1,0.0,0.0,Middle East
https://www.microsoft.com/en/customers/story/1492359904444552516-goliath-games-discrete-manufacturing-microsoft-365-en-netherlands,['Dynamics 365 Business Central'],Agile supply chain,Discrete Manufacturing,50-999 employees,Goliath,0,0,0,0,0,0,1,0,0,-1.698531021,0.000305358,Western Europe
https://www.microsoft.com/en/customers/story/1409307371608358733-cemex-manufacturing-azure,"['Azure', 'SAP on Azure', 'Windows Server']",Modern infrastructure,Discrete Manufacturing,"10,000+ employees",CEMEX,1,0,0,0,0,0,0,0,0,1.0268514363885086,2.43660160669081e-05,North America
https://www.microsoft.com/en/customers/story/1554779924036060751-unger-discrete-manufacturing-dynamics-365-en-norwegian,['Dynamics 365 Business Central'],Agile supply chain,Discrete Manufacturing,50-999 employees,Unger,1,0,0,0,0,0,0,0,0,-0.112028745,4.130801414831653e-05,Nordics
https://www.microsoft.com/en/customers/story/1509190010414859008-orica-manufacturing-microsoft-endpoint-manager,"['Microsoft 365', 'Microsoft Entra ID', 'Microsoft Intune', 'Windows Autopilot', 'Windows 11']",Security,Discrete Manufacturing,"10,000+ employees",Orica,1,0,0,1,0,0,0,0,0,0.1076519607843137,3.553671173493636e-06,Oceania
https://www.microsoft.com/de-de/customers/story/1471167770653531161-marabu-hololens2-azure-en,"['Azure', 'Dynamics\xa0365', 'Dynamics\xa0365 Field Service', 'Dynamics\xa0365 Guides', 'Dynamics\xa0365 Remote Assist', 'Power Automate']",Digital service,Discrete Manufacturing,50-999 employees,Marabu,0,0,0,0,0,1,1,0,1,2.3530466666666663,5.566163552604423e-07,Western Europe
https://www.microsoft.com/de-de/customers/story/1554474418489049276-accuride-bechtle-teams-en,"['Exchange\xa0Online', 'Microsoft\xa0365', 'Microsoft Teams', 'Power Automate', 'Power\xa0BI']",Employee experience,Vehicle Supplier,"1,000-9,999 employees",Accuride,0,0,0,0,1,0,0,0,1,0.4477771428571428,1.353926554738974e-06,Western Europe
https://www.microsoft.com/en/customers/story/1580181564822175891-astellas-pharma-manufacturing-microsoft-sentinel,"['Azure', 'Microsoft 365', 'Microsoft Sentinel']",Security,Discrete Manufacturing,"10,000+ employees",Astellas,0,1,0,1,0,0,0,0,0,-0.602889123,2.3059574875578755e-05,East Asia
https://www.microsoft.com/en/customers/story/1441823750007077214-delta-electronics-brings-smart-manufacturing-small-midsized-customers,"['Azure IoT Edge', 'Azure IoT Hub', 'Azure SQL Edge']",Powerful business apps,Discrete Manufacturing,"1,000-9,999 employees",Delta,1,1,1,0,0,1,0,0,1,-1.782746473,0.0146049353614803,East Asia
https://www.microsoft.com/en/customers/story/1503219046054678459-inchcape-automotive-azure-en-singapore,"['Azure', 'Azure Data Factory', 'Azure Databricks', 'Microsoft Purview']",Cloud-scale analytics,Vehicle Supplier,"10,000+ employees",Inchcape,1,1,1,0,0,0,1,0,0,-0.012775618,8.950234598249509e-06,Southeast Asia
https://www.microsoft.com/en/customers/story/1716573324400965249-midmark-manufacturing-azure-infra-orcale,"['Azure', 'Azure Application Gateway', 'Oracle on Azure', 'Microsoft Entra ID']",Modern infrastructure,Discrete Manufacturing,"1,000-9,999 employees",Midmark,1,0,0,0,0,0,0,0,0,1.9708380952380953,1.4262853057857043e-06,North America
https://www.microsoft.com/en/customers/story/854754-kohler-manufacturing-microsoft-365,"['Azure Virtual Desktop', 'Microsoft 365 Enterprise', 'Microsoft Teams', 'OneDrive for Business', 'Power Apps', 'SharePoint Online', 'Microsoft Entra ID', 'Microsoft 365 E3', 'Microsoft Intune', 'Microsoft Purview Information Protection']",Employee experience,Discrete Manufacturing,"10,000+ employees",Kohler,0,0,0,0,0,0,0,0,0,0.1669486813970064,0.000108398,North America
https://www.microsoft.com/en/customers/story/1679024583052144211-e-nexco-eng-discrete-manufacturing-microsoft-en-japan,[],Modern infrastructure,Discrete Manufacturing,"1,000-9,999 employees",Nexco-East,1,0,0,0,0,1,0,0,0,0.0,0.0,East Asia
https://www.microsoft.com/en/customers/story/1636993691485921977-halwani-brothers-discrete-manufacturing-dynamics-365-en-egypt,"['Dynamics 365 Finance', 'Power BI']",Agile supply chain,Discrete Manufacturing,"1,000-9,999 employees",Halwani Brothers,1,0,0,0,0,0,0,1,0,-5.7176,1.736669179749638e-07,Africa
https://www.microsoft.com/en/customers/story/1420549395259070961-johnson-controls-power-apps,"['Microsoft Teams', 'Outlook', 'Power Apps', 'Power Automate', 'Power BI', 'SharePoint']",Low-code development,Discrete Manufacturing,"10,000+ employees",Johnson,0,1,0,0,0,0,1,0,0,-0.96194915,0.016160041,North America
https://www.microsoft.com/en/customers/story/1745242950134216820-schneider-electric-azure-machine-learning-discrete-manufacturing-en-france,"['Azure', 'Azure Machine Learning', 'Azure OpenAI Service']",Artificial Intelligence,Discrete Manufacturing,"10,000+ employees",Schneider,1,0,1,0,0,0,1,0,0,0.1198794404196852,0.000540547,Western Europe
https://www.microsoft.com/en/customers/story/1481041738277900590-flsmidth-manufacturing-cloud-for-sustainability,"['Azure', 'Microsoft Teams', 'Microsoft Sustainability Manager']",Cloud-scale analytics,Discrete Manufacturing,"10,000+ employees",FLSmidth,0,1,0,0,0,1,0,0,0,1.1135624000000002,4.610778676010872e-06,Nordics
https://www.microsoft.com/en/customers/story/19769-bmw-ag-azure-app-service,"['Azure App Service', 'Power BI', 'Azure OpenAI Service', 'Azure Data Explorer', 'Azure IoT Hub', 'Azure AI Services', 'Azure Databricks', 'Azure Kubernetes Service', 'Azure Database for PostgreSQL', 'Azure AI Foundry']",Artificial Intelligence,Vehicle Supplier,"10,000+ employees",BMW,1,1,0,0,0,0,0,0,1,-0.961327375,0.002075213,Western Europe
